topic_1,topic_2,mean_topic_1,mean_topic_2,mean_difference,u_statistic,p_value,p_value_adjusted,significant,cohens_d,effect_size
"Healthcare System: Doctors, Hospitals & Patients","Canadian Culture, Language & Immigration Identity",1.196969696969697,1.3214285714285714,-0.12445887445887438,799.5,0.1559402441444014,1.0,False,-0.27719690061720886,Small
"Healthcare System: Doctors, Hospitals & Patients",Marijuana/Drugs/Alcohol Legalization Debate,1.196969696969697,1.1923076923076923,0.004662004662004726,851.5,0.9383840743135705,1.0,False,0.010895410899176065,Negligible
"Healthcare System: Doctors, Hospitals & Patients","Education: Teachers, Schools & Kids",1.196969696969697,1.1910112359550562,0.005958461014640815,3003.5,0.7125651208337669,1.0,False,0.012604228748977545,Negligible
"Healthcare System: Doctors, Hospitals & Patients",Climate Change & CO2 Debate,1.196969696969697,1.1111111111111112,0.08585858585858586,2866.5,0.21518842768153357,1.0,False,0.22868291799089147,Small
"Healthcare System: Doctors, Hospitals & Patients",Harper-era Conservatism & Government,1.196969696969697,1.1818181818181819,0.015151515151515138,786.5,0.3623442941587739,1.0,False,0.03015464101526423,Negligible
"Healthcare System: Doctors, Hospitals & Patients",Personal Encouragement / Health / Small Talk,1.196969696969697,1.391304347826087,-0.1943346508563899,631.0,0.09936853504835474,1.0,False,-0.4061540330167582,Small
"Healthcare System: Doctors, Hospitals & Patients","Oil, Pipelines & Alberta Energy Industry",1.196969696969697,1.0952380952380953,0.10173160173160167,2288.5,0.09314870123846235,1.0,False,0.25720597055773586,Small
"Healthcare System: Doctors, Hospitals & Patients",Partisan Competence / Messaging (Liberal vs Conservative),1.196969696969697,1.125,0.07196969696969702,559.0,0.584440241115655,1.0,False,0.17088846332156746,Negligible
Debate About Terms / Argumentation Style,Energy Tech (Solar/Wind/Nuclear/Power),1.3,1.2121212121212122,0.08787878787878789,1253.5,0.33200172436677267,1.0,False,0.155601814037446,Negligible
Debate About Terms / Argumentation Style,"Citizenship, Dual Citizenship & Niqab Ceremony",1.3,1.2608695652173914,0.03913043478260869,802.5,0.9810980289824823,1.0,False,0.07165923974670811,Negligible
Debate About Terms / Argumentation Style,"Canadian Culture, Language & Immigration Identity",1.3,1.3214285714285714,-0.021428571428571352,921.0,0.549933502075534,1.0,False,-0.03911818915662204,Negligible
Debate About Terms / Argumentation Style,Marijuana/Drugs/Alcohol Legalization Debate,1.3,1.1923076923076923,0.10769230769230775,966.0,0.5317328722262615,1.0,False,0.20192049510019194,Small
Debate About Terms / Argumentation Style,"Education: Teachers, Schools & Kids",1.3,1.1910112359550562,0.10898876404494384,3390.5,0.16594834626516464,1.0,False,0.204824521580574,Small
Debate About Terms / Argumentation Style,Climate Change & CO2 Debate,1.3,1.1111111111111112,0.18888888888888888,3226.5,0.026019685152193755,1.0,False,0.4161312762480877,Small
Debate About Terms / Argumentation Style,Harper-era Conservatism & Government,1.3,1.1818181818181819,0.11818181818181817,880.5,0.1531676009351046,1.0,False,0.19828144731509298,Negligible
Debate About Terms / Argumentation Style,Personal Encouragement / Health / Small Talk,1.3,1.391304347826087,-0.09130434782608687,728.0,0.37879516164532256,1.0,False,-0.15854956348838908,Negligible
Debate About Terms / Argumentation Style,"Oil, Pipelines & Alberta Energy Industry",1.3,1.0952380952380953,0.2047619047619047,2567.0,0.011603345652046307,1.0,False,0.42696820809388514,Small
Debate About Terms / Argumentation Style,Partisan Competence / Messaging (Liberal vs Conservative),1.3,1.125,0.17500000000000004,630.0,0.28565326966888094,1.0,False,0.32436819191526844,Small
Debate About Terms / Argumentation Style,Harper vs Trudeau Election Talk,1.3,1.34,-0.040000000000000036,3399.5,0.6789695545557004,1.0,False,-0.06741770619470805,Negligible
Debate About Terms / Argumentation Style,Praise/Feedback on Posts and Columns,1.3,1.15,0.15000000000000013,1622.0,0.040235342676798125,1.0,False,0.2605323299939321,Small
Debate About Terms / Argumentation Style,"Police, Guns & Crime",1.3,1.2136752136752136,0.08632478632478646,4393.5,0.229889552892226,1.0,False,0.15925356517719025,Negligible
Debate About Terms / Argumentation Style,Media & Journalism (Globe and Mail Commentary),1.3,1.305263157894737,-0.0052631578947368585,3402.5,0.7271486631077486,1.0,False,-0.008476111334114545,Negligible
Debate About Terms / Argumentation Style,"Cities, Transit & Urban Development",1.3,1.1290322580645162,0.1709677419354838,2457.5,0.05090452640638599,1.0,False,0.34639953737892193,Small
Debate About Terms / Argumentation Style,Fascism/Nazism/Confederate Symbols,1.3,1.5625,-0.26249999999999996,847.0,0.01649459125537069,1.0,False,-0.44642469784498584,Small
Debate About Terms / Argumentation Style,"Bullying, Civility & Editorial Disputes",1.3,1.4375,-0.13749999999999996,489.5,0.31495170936548567,1.0,False,-0.23549125820961395,Small
Debate About Terms / Argumentation Style,US Politics (Trump/Clinton/Obama),1.3,1.5666666666666667,-0.2666666666666666,1690.5,0.021001793461747922,1.0,False,-0.4052175252059254,Small
Debate About Terms / Argumentation Style,Political Ideology Spectrum & Media Bias,1.3,1.3333333333333333,-0.033333333333333215,707.0,0.7326202404601956,1.0,False,-0.058029178408169624,Negligible
Debate About Terms / Argumentation Style,Columnist/Political Culture Commentary (Coyne etc.),1.3,1.0555555555555556,0.24444444444444446,750.0,0.07819552977456125,1.0,False,0.4661920250037633,Small
Debate About Terms / Argumentation Style,Refugees & Immigration System,1.3,1.1923076923076923,0.10769230769230775,990.5,0.3596548399454912,1.0,False,0.19476766269386322,Negligible
Debate About Terms / Argumentation Style,Evidence vs Truth Debate (Kingwell Thread),1.3,1.04,0.26,1054.5,0.02640582726973524,1.0,False,0.5154748157905347,Medium
Debate About Terms / Argumentation Style,"Consumer Prices, Markets & Groceries",1.3,1.1176470588235294,0.1823529411764706,698.0,0.11986097906957566,1.0,False,0.32680500523552,Small
Debate About Terms / Argumentation Style,Immigration Policy & Legal Process,1.3,1.1176470588235294,0.1823529411764706,673.5,0.2457009820894709,1.0,False,0.33990083840305935,Small
Debate About Terms / Argumentation Style,"War, Terrorism & Security (Syria/ISIS)",1.3,1.2448979591836735,0.055102040816326525,1735.5,0.8850668406207975,1.0,False,0.10575769975846,Negligible
Debate About Terms / Argumentation Style,Justin Trudeau & Canadian Federal Leadership,1.3,1.103448275862069,0.1965517241379311,1162.5,0.10555376638727373,1.0,False,0.3841796208663894,Small
Debate About Terms / Argumentation Style,Toronto Politics (Rob Ford / Mayor Drama),1.3,1.5151515151515151,-0.2151515151515151,979.0,0.11891746873221046,1.0,False,-0.3379234408561527,Small
Debate About Terms / Argumentation Style,"Gender, Feminism & Relationships",1.3,1.4464285714285714,-0.14642857142857135,1635.5,0.0519115800995129,1.0,False,-0.2626544948526156,Small
Debate About Terms / Argumentation Style,"Racism, Law & Policy Framing",1.3,1.4,-0.09999999999999987,606.0,0.24551378270357116,1.0,False,-0.17888543819998293,Negligible
Debate About Terms / Argumentation Style,"Animals, Food, Meat Ethics & Environment",1.3,1.3,0.0,2071.5,0.86303870681776,1.0,False,0.0,Negligible
Canadian Party Politics & Electoral Reform,Marijuana/Drugs/Alcohol Legalization Debate,1.0769230769230769,1.1923076923076923,-0.11538461538461542,299.0,0.23340015665066904,1.0,False,-0.3363363969981563,Small
Canadian Party Politics & Electoral Reform,"Education: Teachers, Schools & Kids",1.0769230769230769,1.1910112359550562,-0.11408815903197933,1062.0,0.2924623156664028,1.0,False,-0.24965101485126964,Small
Canadian Party Politics & Electoral Reform,Climate Change & CO2 Debate,1.0769230769230769,1.1111111111111112,-0.03418803418803429,1017.0,0.6240108833399156,1.0,False,-0.11164402117618094,Negligible
Canadian Party Politics & Electoral Reform,Harper-era Conservatism & Government,1.0769230769230769,1.1818181818181819,-0.104895104895105,281.0,0.8459213468205284,1.0,False,-0.2133553777588709,Small
Canadian Party Politics & Electoral Reform,Personal Encouragement / Health / Small Talk,1.0769230769230769,1.391304347826087,-0.31438127090301005,217.0,0.019650875238520608,1.0,False,-0.7058213706985835,Medium
Canadian Party Politics & Electoral Reform,"Oil, Pipelines & Alberta Energy Industry",1.0769230769230769,1.0952380952380953,-0.018315018315018472,816.0,0.9614352205240875,1.0,False,-0.05609400597859931,Negligible
Canadian Party Politics & Electoral Reform,Partisan Competence / Messaging (Liberal vs Conservative),1.0769230769230769,1.125,-0.04807692307692313,198.0,0.6285189547359247,1.0,False,-0.16034208596969793,Negligible
Canadian Party Politics & Electoral Reform,Harper vs Trudeau Election Talk,1.0769230769230769,1.34,-0.2630769230769232,1042.0,0.034363034834664706,1.0,False,-0.47344847963384523,Small
Canadian Party Politics & Electoral Reform,Praise/Feedback on Posts and Columns,1.0769230769230769,1.15,-0.07307692307692304,519.0,0.9885877724112058,1.0,False,-0.15121870544466673,Negligible
Canadian Party Politics & Electoral Reform,"Police, Guns & Crime",1.0769230769230769,1.2136752136752136,-0.1367521367521367,1374.0,0.22080527950161188,1.0,False,-0.28053921317851716,Small
Canadian Party Politics & Electoral Reform,Media & Journalism (Globe and Mail Commentary),1.0769230769230769,1.305263157894737,-0.22834008097166003,1062.0,0.10487139939705468,1.0,False,-0.3843832724253927,Small
Canadian Party Politics & Electoral Reform,"Cities, Transit & Urban Development",1.0769230769230769,1.1290322580645162,-0.052109181141439365,776.0,0.6074327898426988,1.0,False,-0.14695094536791845,Negligible
Canadian Party Politics & Electoral Reform,Canada Identity / Provinces / General National Talk,1.0769230769230769,1.2222222222222223,-0.14529914529914545,900.0,0.5864004488926324,1.0,False,-0.23006608383332608,Small
Canadian Party Politics & Electoral Reform,"Parenting, Class & Family Life",1.0769230769230769,1.1714285714285715,-0.09450549450549461,436.0,0.6014091521219502,1.0,False,-0.2207079405790109,Small
Debate About Terms / Argumentation Style,"Vaccines, Vaccination & Disease Risk",1.3,1.3333333333333333,-0.033333333333333215,487.5,0.5765278069397041,1.0,False,-0.059518626687353825,Negligible
Canadian Party Politics & Electoral Reform,Political Ideology Spectrum & Media Bias,1.0769230769230769,1.3333333333333333,-0.2564102564102564,215.0,0.05927519412355116,1.0,False,-0.589528644124115,Medium
Canadian Party Politics & Electoral Reform,Columnist/Political Culture Commentary (Coyne etc.),1.0769230769230769,1.0555555555555556,0.02136752136752129,239.0,0.8056970754469148,1.0,False,0.08289534248549695,Negligible
Canadian Party Politics & Electoral Reform,Refugees & Immigration System,1.0769230769230769,1.1923076923076923,-0.11538461538461542,311.0,0.38138579519571647,1.0,False,-0.2905645665847725,Small
Canadian Party Politics & Electoral Reform,Evidence vs Truth Debate (Kingwell Thread),1.0769230769230769,1.04,0.036923076923076836,337.0,0.5950115938734755,1.0,False,0.1542908552578351,Negligible
Canadian Party Politics & Electoral Reform,"Consumer Prices, Markets & Groceries",1.0769230769230769,1.1176470588235294,-0.040723981900452566,224.0,0.8881718235083675,1.0,False,-0.11008482550957424,Negligible
Canadian Party Politics & Electoral Reform,Immigration Policy & Legal Process,1.0769230769230769,1.1176470588235294,-0.040723981900452566,212.0,0.6748026397713655,1.0,False,-0.1372261425059067,Negligible
Canadian Party Politics & Electoral Reform,"War, Terrorism & Security (Syria/ISIS)",1.0769230769230769,1.2448979591836735,-0.16797488226059665,530.0,0.07897984843857113,1.0,False,-0.4345558359014993,Small
Canadian Party Politics & Electoral Reform,Justin Trudeau & Canadian Federal Leadership,1.0769230769230769,1.103448275862069,-0.02652519893899208,367.0,0.7477676586170257,1.0,False,-0.09067116680545725,Negligible
Canadian Party Politics & Electoral Reform,Toronto Politics (Rob Ford / Mayor Drama),1.0769230769230769,1.5151515151515151,-0.43822843822843827,290.0,0.0053708607559613195,1.0,False,-0.7381818896526651,Medium
Canadian Party Politics & Electoral Reform,"Gender, Feminism & Relationships",1.0769230769230769,1.4464285714285714,-0.3695054945054945,471.0,0.0015646389943358835,1.0,False,-0.7858831278389932,Medium
Canadian Party Politics & Electoral Reform,"Racism, Law & Policy Framing",1.0769230769230769,1.4,-0.32307692307692304,176.0,0.009619219623814481,1.0,False,-0.8312795203934961,Large
Canadian Party Politics & Electoral Reform,"Animals, Food, Meat Ethics & Environment",1.0769230769230769,1.3,-0.22307692307692317,631.0,0.04784844611739019,1.0,False,-0.4521561856077669,Small
Canadian Party Politics & Electoral Reform,Energy Tech (Solar/Wind/Nuclear/Power),1.0769230769230769,1.2121212121212122,-0.13519813519813528,395.0,0.3619975420200753,1.0,False,-0.3028265946765249,Small
Canadian Party Politics & Electoral Reform,"Citizenship, Dual Citizenship & Niqab Ceremony",1.0769230769230769,1.2608695652173914,-0.18394648829431448,244.0,0.08816863885645142,1.0,False,-0.5031856303750895,Medium
Canadian Party Politics & Electoral Reform,"Canadian Culture, Language & Immigration Identity",1.0769230769230769,1.3214285714285714,-0.24450549450549453,275.0,0.0280982393520803,1.0,False,-0.6251967368619873,Medium
"Parenting, Class & Family Life",Climate Change & CO2 Debate,1.1714285714285715,1.1111111111111112,0.060317460317460325,1431.0,0.8863109980475787,1.0,False,0.15632782030512152,Negligible
"Parenting, Class & Family Life",Harper-era Conservatism & Government,1.1714285714285715,1.1818181818181819,-0.010389610389610393,393.0,0.8174298411632068,1.0,False,-0.018039260073589587,Negligible
"Parenting, Class & Family Life",Personal Encouragement / Health / Small Talk,1.1714285714285715,1.391304347826087,-0.21987577639751543,314.5,0.04860203132692897,1.0,False,-0.405688360739228,Small
"Parenting, Class & Family Life","Oil, Pipelines & Alberta Energy Industry",1.1714285714285715,1.0952380952380953,0.07619047619047614,1144.0,0.5438112133487907,1.0,False,0.18433779166754546,Negligible
"Parenting, Class & Family Life",Partisan Competence / Messaging (Liberal vs Conservative),1.1714285714285715,1.125,0.046428571428571486,279.0,0.9855166277933056,1.0,False,0.09925606021635945,Negligible
"Parenting, Class & Family Life",Harper vs Trudeau Election Talk,1.1714285714285715,1.34,-0.1685714285714286,1490.5,0.0762957326659288,1.0,False,-0.28848763647013426,Small
"Parenting, Class & Family Life",Praise/Feedback on Posts and Columns,1.1714285714285715,1.15,0.021428571428571574,725.5,0.5987623980597598,1.0,False,0.03897080951753723,Negligible
"Parenting, Class & Family Life","Police, Guns & Crime",1.1714285714285715,1.2136752136752136,-0.0422466422466421,1942.5,0.4702494203288313,1.0,False,-0.08117397808222285,Negligible
"Parenting, Class & Family Life",Media & Journalism (Globe and Mail Commentary),1.1714285714285715,1.305263157894737,-0.13383458646616542,1505.5,0.22398733279404925,1.0,False,-0.21604761945938672,Small
"Parenting, Class & Family Life","Cities, Transit & Urban Development",1.1714285714285715,1.1290322580645162,0.04239631336405525,1091.5,0.9346911805544404,1.0,False,0.09756380225117399,Negligible
"Parenting, Class & Family Life",Canada Identity / Provinces / General National Talk,1.1714285714285715,1.2222222222222223,-0.050793650793650835,1260.0,1.0,1.0,False,-0.0772325270048198,Negligible
Canadian Party Politics & Electoral Reform,"Vaccines, Vaccination & Disease Risk",1.0769230769230769,1.3333333333333333,-0.2564102564102564,145.0,0.03986411539826999,1.0,False,-0.7035975447302918,Medium
Canadian Party Politics & Electoral Reform,"Bullying, Civility & Editorial Disputes",1.0769230769230769,1.4375,-0.36057692307692313,145.0,0.01761524583046176,1.0,False,-0.8174028868622579,Large
Canadian Party Politics & Electoral Reform,US Politics (Trump/Clinton/Obama),1.0769230769230769,1.5666666666666667,-0.4897435897435898,495.0,0.0011628046094473742,1.0,False,-0.7633067960236316,Medium
"Parenting, Class & Family Life",Columnist/Political Culture Commentary (Coyne etc.),1.1714285714285715,1.0555555555555556,0.1158730158730159,334.5,0.4815083042410504,1.0,False,0.2627858161319118,Small
"Parenting, Class & Family Life",Refugees & Immigration System,1.1714285714285715,1.1923076923076923,-0.020879120879120805,439.0,0.6997327438713892,1.0,False,-0.04139514975718823,Negligible
"Parenting, Class & Family Life",Evidence vs Truth Debate (Kingwell Thread),1.1714285714285715,1.04,0.13142857142857145,471.0,0.30182119146534536,1.0,False,0.3176127458413694,Small
"Parenting, Class & Family Life","Consumer Prices, Markets & Groceries",1.1714285714285715,1.1176470588235294,0.05378151260504205,313.0,0.5671564685606227,1.0,False,0.10656122322436781,Negligible
"Parenting, Class & Family Life",Immigration Policy & Legal Process,1.1714285714285715,1.1176470588235294,0.05378151260504205,298.5,0.9859633106403398,1.0,False,0.11606306730824147,Negligible
"Parenting, Class & Family Life","War, Terrorism & Security (Syria/ISIS)",1.1714285714285715,1.2448979591836735,-0.07346938775510203,757.5,0.18550731660922826,1.0,False,-0.1566691666498324,Negligible
"Parenting, Class & Family Life",Justin Trudeau & Canadian Federal Leadership,1.1714285714285715,1.103448275862069,0.06798029556650254,516.0,0.842039186968913,1.0,False,0.1567506809377306,Negligible
"Parenting, Class & Family Life",Toronto Politics (Rob Ford / Mayor Drama),1.1714285714285715,1.5151515151515151,-0.34372294372294365,422.0,0.011949560996635335,1.0,False,-0.5352854942014703,Medium
"Parenting, Class & Family Life","Gender, Feminism & Relationships",1.1714285714285715,1.4464285714285714,-0.2749999999999999,694.0,0.0037989070894051684,1.0,False,-0.5208444771131617,Medium
"Parenting, Class & Family Life","Racism, Law & Policy Framing",1.1714285714285715,1.4,-0.22857142857142843,258.0,0.0258701530831191,1.0,False,-0.44840493174107826,Small
"Parenting, Class & Family Life","Animals, Food, Meat Ethics & Environment",1.1714285714285715,1.3,-0.12857142857142856,903.0,0.11074695834245961,1.0,False,-0.23613279581897959,Small
"Parenting, Class & Family Life",Energy Tech (Solar/Wind/Nuclear/Power),1.1714285714285715,1.2121212121212122,-0.04069264069264067,557.0,0.6766480063794588,1.0,False,-0.07688817508680786,Negligible
"Parenting, Class & Family Life","Citizenship, Dual Citizenship & Niqab Ceremony",1.1714285714285715,1.2608695652173914,-0.08944099378881987,349.5,0.2035014871557187,1.0,False,-0.18280059349637795,Negligible
"Parenting, Class & Family Life","Canadian Culture, Language & Immigration Identity",1.1714285714285715,1.3214285714285714,-0.1499999999999999,397.5,0.07045483933871309,1.0,False,-0.30170053322456464,Small
"Parenting, Class & Family Life",Marijuana/Drugs/Alcohol Legalization Debate,1.1714285714285715,1.1923076923076923,-0.020879120879120805,424.5,0.4773303648528965,1.0,False,-0.04446327011342453,Negligible
"Parenting, Class & Family Life","Education: Teachers, Schools & Kids",1.1714285714285715,1.1910112359550562,-0.019582664526484717,1499.5,0.6016472950496947,1.0,False,-0.039022145340181294,Negligible
Canada Identity / Provinces / General National Talk,Harper-era Conservatism & Government,1.2222222222222223,1.1818181818181819,0.04040404040404044,808.0,0.7958193386190687,1.0,False,0.05731641689564124,Negligible
Canada Identity / Provinces / General National Talk,Personal Encouragement / Health / Small Talk,1.2222222222222223,1.391304347826087,-0.1690821256038646,646.0,0.01537119258709913,1.0,False,-0.2460337195620232,Small
Canada Identity / Provinces / General National Talk,"Oil, Pipelines & Alberta Energy Industry",1.2222222222222223,1.0952380952380953,0.12698412698412698,2348.0,0.49312107504465275,1.0,False,0.22109377419243129,Small
Canada Identity / Provinces / General National Talk,Partisan Competence / Messaging (Liberal vs Conservative),1.2222222222222223,1.125,0.09722222222222232,572.0,0.9451818772939267,1.0,False,0.14588635399799504,Negligible
Canada Identity / Provinces / General National Talk,Harper vs Trudeau Election Talk,1.2222222222222223,1.34,-0.11777777777777776,3068.0,0.018663538807913802,1.0,False,-0.1798748284025659,Negligible
Canada Identity / Provinces / General National Talk,Praise/Feedback on Posts and Columns,1.2222222222222223,1.15,0.07222222222222241,1492.0,0.5446579081256093,1.0,False,0.10761423142555385,Negligible
Canada Identity / Provinces / General National Talk,"Police, Guns & Crime",1.2222222222222223,1.2136752136752136,0.008547008547008739,3990.0,0.32559765888613923,1.0,False,0.014162933294496275,Negligible
Canada Identity / Provinces / General National Talk,Media & Journalism (Globe and Mail Commentary),1.2222222222222223,1.305263157894737,-0.08304093567251458,3102.0,0.11441666041122066,1.0,False,-0.12188297088900427,Negligible
Canada Identity / Provinces / General National Talk,"Cities, Transit & Urban Development",1.2222222222222223,1.1290322580645162,0.09318996415770608,2240.0,0.9512126615895643,1.0,False,0.15888024633277414,Negligible
"Parenting, Class & Family Life","Vaccines, Vaccination & Disease Risk",1.1714285714285715,1.3333333333333333,-0.16190476190476177,210.0,0.09927215507031001,1.0,False,-0.31977435653557995,Small
"Parenting, Class & Family Life",Fascism/Nazism/Confederate Symbols,1.1714285714285715,1.5625,-0.3910714285714285,356.0,0.0014215089186802895,1.0,False,-0.6905528709510563,Medium
"Parenting, Class & Family Life","Bullying, Civility & Editorial Disputes",1.1714285714285715,1.4375,-0.2660714285714285,211.0,0.04425818095740757,1.0,False,-0.48236197468261827,Small
"Parenting, Class & Family Life",US Politics (Trump/Clinton/Obama),1.1714285714285715,1.5666666666666667,-0.39523809523809517,726.0,0.0022664041235668972,1.0,False,-0.5902112031688886,Medium
"Parenting, Class & Family Life",Political Ideology Spectrum & Media Bias,1.1714285714285715,1.3333333333333333,-0.16190476190476177,308.5,0.13722231961571635,1.0,False,-0.30086008603570197,Small
Canada Identity / Provinces / General National Talk,Refugees & Immigration System,1.2222222222222223,1.1923076923076923,0.02991452991453003,902.0,0.6356968575091505,1.0,False,0.04496873708942011,Negligible
Canada Identity / Provinces / General National Talk,Evidence vs Truth Debate (Kingwell Thread),1.2222222222222223,1.04,0.18222222222222229,966.0,0.28293839479439764,1.0,False,0.2904032931387345,Small
Canada Identity / Provinces / General National Talk,"Consumer Prices, Markets & Groceries",1.2222222222222223,1.1176470588235294,0.10457516339869288,644.0,0.5296357272212404,1.0,False,0.15382457723313472,Negligible
Canada Identity / Provinces / General National Talk,Immigration Policy & Legal Process,1.2222222222222223,1.1176470588235294,0.10457516339869288,612.0,1.0,1.0,False,0.1577990876986046,Negligible
Canada Identity / Provinces / General National Talk,"War, Terrorism & Security (Syria/ISIS)",1.2222222222222223,1.2448979591836735,-0.0226757369614512,1552.0,0.08340930097662429,1.0,False,-0.0366692594906813,Negligible
Canada Identity / Provinces / General National Talk,Justin Trudeau & Canadian Federal Leadership,1.2222222222222223,1.103448275862069,0.11877394636015337,1058.0,0.8512646312521762,1.0,False,0.1889126806709383,Negligible
Canada Identity / Provinces / General National Talk,Toronto Politics (Rob Ford / Mayor Drama),1.2222222222222223,1.5151515151515151,-0.2929292929292928,870.0,0.0016601840703618614,1.0,False,-0.402012805636572,Small
Canada Identity / Provinces / General National Talk,"Racism, Law & Policy Framing",1.2222222222222223,1.4,-0.1777777777777776,528.0,0.005930431801190723,1.0,False,-0.2626128657194448,Small
Canada Identity / Provinces / General National Talk,"Animals, Food, Meat Ethics & Environment",1.2222222222222223,1.3,-0.07777777777777772,1852.0,0.0360317490008315,1.0,False,-0.11952822226571073,Negligible
Canada Identity / Provinces / General National Talk,Energy Tech (Solar/Wind/Nuclear/Power),1.2222222222222223,1.2121212121212122,0.010101010101010166,1146.0,0.616416965785668,1.0,False,0.015121515422080935,Negligible
Canada Identity / Provinces / General National Talk,"Citizenship, Dual Citizenship & Niqab Ceremony",1.2222222222222223,1.2608695652173914,-0.03864734299516903,716.0,0.1155699768174691,1.0,False,-0.05829211030573294,Negligible
Canada Identity / Provinces / General National Talk,"Canadian Culture, Language & Immigration Identity",1.2222222222222223,1.3214285714285714,-0.09920634920634908,814.0,0.022848726954419,1.0,False,-0.1505548058422841,Negligible
Canada Identity / Provinces / General National Talk,Marijuana/Drugs/Alcohol Legalization Debate,1.2222222222222223,1.1923076923076923,0.02991452991453003,870.0,0.37071698227066274,1.0,False,0.04606615443072141,Negligible
Canada Identity / Provinces / General National Talk,"Education: Teachers, Schools & Kids",1.2222222222222223,1.1910112359550562,0.03121098626716612,3078.0,0.47419694930896006,1.0,False,0.051588726865218204,Negligible
Canada Identity / Provinces / General National Talk,Climate Change & CO2 Debate,1.2222222222222223,1.1111111111111112,0.11111111111111116,2934.0,0.9065694091820001,1.0,False,0.20480342879074187,Small
"Healthcare System: Doctors, Hospitals & Patients",Harper vs Trudeau Election Talk,1.196969696969697,1.34,-0.14303030303030306,2980.5,0.15415517943929344,1.0,False,-0.26199142470877324,Small
"Healthcare System: Doctors, Hospitals & Patients",Praise/Feedback on Posts and Columns,1.196969696969697,1.15,0.046969696969697106,1450.0,0.16288602825417386,1.0,False,0.09478271276054373,Negligible
"Healthcare System: Doctors, Hospitals & Patients","Police, Guns & Crime",1.196969696969697,1.2136752136752136,-0.016705516705516565,3888.5,0.9052990233218063,1.0,False,-0.033844815351141665,Negligible
"Healthcare System: Doctors, Hospitals & Patients",Media & Journalism (Globe and Mail Commentary),1.196969696969697,1.305263157894737,-0.10829346092503989,3006.5,0.5265282145831864,1.0,False,-0.18830531529467665,Negligible
"Healthcare System: Doctors, Hospitals & Patients","Cities, Transit & Urban Development",1.196969696969697,1.1290322580645162,0.06793743890518078,2184.5,0.2859051231540196,1.0,False,0.1648219927634283,Negligible
"Healthcare System: Doctors, Hospitals & Patients",Canada Identity / Provinces / General National Talk,1.196969696969697,1.2222222222222223,-0.025252525252525304,2522.0,0.3102373881712893,1.0,False,-0.04212031577889582,Negligible
"Healthcare System: Doctors, Hospitals & Patients","Parenting, Class & Family Life",1.196969696969697,1.1714285714285715,0.02554112554112553,1223.0,0.4472958940834223,1.0,False,0.05492131831775902,Negligible
"Healthcare System: Doctors, Hospitals & Patients",Canadian Party Politics & Electoral Reform,1.196969696969697,1.0769230769230769,0.12004662004662014,949.0,0.2076005633073038,1.0,False,0.3013163808686757,Small
"Healthcare System: Doctors, Hospitals & Patients",Debate About Terms / Argumentation Style,1.196969696969697,1.3,-0.10303030303030303,2153.5,0.34033058173292297,1.0,False,-0.201196417283042,Small
"Healthcare System: Doctors, Hospitals & Patients","Voting, Elections, Polls & Referendums",1.196969696969697,1.1046511627906976,0.09231853417899938,3061.5,0.16567322187532452,1.0,False,0.24973748140866736,Small
Political Scandal & Corruption (Senate/PMO),"Vaccines, Vaccination & Disease Risk",1.2222222222222223,1.3333333333333333,-0.11111111111111094,470.0,0.2765424692649079,1.0,False,-0.23034469096157198,Small
Political Scandal & Corruption (Senate/PMO),Fascism/Nazism/Confederate Symbols,1.2222222222222223,1.5625,-0.3402777777777777,802.0,0.001834746792448745,1.0,False,-0.645789990213433,Medium
Political Scandal & Corruption (Senate/PMO),"Bullying, Civility & Editorial Disputes",1.2222222222222223,1.4375,-0.21527777777777768,471.0,0.1209397069212642,1.0,False,-0.42198743592292987,Small
Religion (Islam/Christianity) & Church Issues,Personal Encouragement / Health / Small Talk,1.5858585858585859,1.391304347826087,0.19455423803249894,1335.0,0.14683856963367112,1.0,False,0.3159606191831367,Small
Religion (Islam/Christianity) & Church Issues,Partisan Competence / Messaging (Liberal vs Conservative),1.5858585858585859,1.125,0.46085858585858586,1114.0,0.0031335248464075074,1.0,False,0.7768336079452368,Medium
Religion (Islam/Christianity) & Church Issues,Harper vs Trudeau Election Talk,1.5858585858585859,1.34,0.24585858585858578,6102.5,0.000996703575103466,1.0,False,0.3999045885325366,Small
Canada Identity / Provinces / General National Talk,"Vaccines, Vaccination & Disease Risk",1.2222222222222223,1.3333333333333333,-0.11111111111111094,430.0,0.046929901921026085,1.0,False,-0.16242268848004257,Negligible
Canada Identity / Provinces / General National Talk,"Bullying, Civility & Editorial Disputes",1.2222222222222223,1.4375,-0.21527777777777768,434.0,0.016054616734711865,1.0,False,-0.30666060520194105,Small
Canada Identity / Provinces / General National Talk,Political Ideology Spectrum & Media Bias,1.2222222222222223,1.3333333333333333,-0.11111111111111094,634.0,0.07238113015750584,1.0,False,-0.16142975165488688,Negligible
Canada Identity / Provinces / General National Talk,Columnist/Political Culture Commentary (Coyne etc.),1.2222222222222223,1.0555555555555556,0.16666666666666674,686.0,0.4672662899656723,1.0,False,0.25569298083006753,Small
Religion (Islam/Christianity) & Church Issues,Refugees & Immigration System,1.5858585858585859,1.1923076923076923,0.39355089355089357,1749.5,0.0013404634978654083,1.0,False,0.6575636519766128,Medium
